project,section,developer,location,pricing,unit_types,sizes,payment_plan,description,source
Godrej Sora,,Godrej Properties Ltd.,"Sector 53, Golf Course Road, Gurgaon",,3 BHK; 4 BHK L; 4 BHK XL,,5% Application; 5% within 18 days of booking; 10% within 90 days or on receipt of EC (whichever later); 5% within 150 days; 25% on completion of ground floor or 10th June 2027 (whichever later); 25% on completion of terrace; 20% on OC application; 5% on possession,"Godrej Sora Godrej Properties Ltd. Sector 53, Golf Course Road, Gurgaon Pre-Launch 29,999 - 32,749 3 BHK; 4 BHK L; 4 BHK XL 2771; 3519; 3971 8.31 - 9.08; 10.56 - 11.53; 11.91 - 13.01 ~3.6 ~240 4 Beside Biodiversity Park; Shibui-inspired arrival; Tori gate façade; Japanese clubhouse (Onsen Pool, Spa, Squash, Badminton); Rooftop pool; Private lift lobbies; 2 units per core; Zen Garden; Dual sunrise & sunset views 5% Application; 5% within 18 days of booking; 10% within 90 days or on receipt of EC (whichever later); 5% within 150 days; 25% on completion of ground floor or 10th June 2027 (whichever later); 25% on completion of terrace; 20% on OC application; 5% on possession RC/REP/HARERA/GGM/976/708/2025/79 25-Aug-2025 EOI Discount ₹1,000 per sqft on base price; GST + IFMS + CAM extra; Limited duplexes subscribed; Price ranges are indicative; All details subject to final agreement & approvals",Godrej Sora - Siddhant - 27 October 2025.csv
