project,section,developer,location,pricing,unit_types,sizes,payment_plan,description,source
Godrej Alira,,Godrej Properties Ltd.,"Sector 39, Gurgaon",,3 BHK; 4 BHK; 4 BHK L,,5% on booking; 5% within 18 days; 10% within 60 days; 10% within 150 days; 20% on 4th basement roof slab or Jan 2027; 20% on top floor slab; 15% on internal plaster & flooring; 10% on OC; 5% on possession,"Godrej Alira Godrej Properties Ltd. Sector 39, Gurgaon Pre-Launch 23,000 3 BHK; 4 BHK; 4 BHK L 3 BHK - 2426; 4 BHK - 3082; 4 BHK L - 3167 3 BHK: 5.58-6.25; 4 BHK: 7.09-7.94; 4 BHK L: 7.28-8.15 2 120 Located in Central Gurgaon; 2 luxury clubhouses within 2 acres; Palm-inspired architecture; Zen Garden, Jacuzzi, Café & Bar; Wheelchair friendly; Vehicle-free surface level; Golf putting zone, Paddle & Badminton courts; Multipurpose hall; Medanta Medicity walking distance 5% on booking; 5% within 18 days; 10% within 60 days; 10% within 150 days; 20% on 4th basement roof slab or Jan 2027; 20% on top floor slab; 15% on internal plaster & flooring; 10% on OC; 5% on possession RC/REP/HARERA/GGM/959/691/2025/62 26-Jun-2025 EOI amount ₹20,00,000; Pre-launch benefits awaited; Price exclusive of GST + IFMS + CAM.",Projects Master - Siddhant - 27 October 2025.csv
