project,section,developer,location,pricing,unit_types,sizes,payment_plan,description,source
TARC ISHVA,Project Overview,TARC (The Anant Raj Corporation),"Sector 63A, Gurugram",,,,,"Project Overview TARC ISHVA Sector 63A, Gurugram Super luxury development inspired by Indian philosophy and the Golden Ratio Single apartment per core, Four-side open residences, Eco-sustainable design, Holistic wellness center TARC (The Anant Raj Corporation)",TARC_ISHVA_Project_Data.csv
