project,section,developer,location,pricing,unit_types,sizes,payment_plan,description,source
Dalcore Residences,,Dalcore,"Sector 53, Golf Course Road, Gurgaon",,3 BHK + S; 4 BHK + S,,INR 25 lakh on application; 10% within 30 days; 10% within 90 days; 10% within 180 days; 10% on 17th floor slab; 20% on 29th floor slab; 20% on OC application; 15% on OC receipt; 5% on possession,"Dalcore Residences Dalcore Sector 53, Golf Course Road, Gurgaon Pre-Launch (RERA Received) 27,000 3 BHK + S; 4 BHK + S 3BHK - 3448; 4BHK - 4122 3BHK: 9.31 Cr; 4BHK: 11.13 Cr 2.10 96 1 Tower (S+35 Floors; 44 units/acre) 5-star branded residences; Proximity to DLF Golf Course (700m); LEED Platinum Pre-certified building; 3.8m floor-to-ceiling height; Duplex penthouses; Close to Cyber City (7km) & Rapid Metro (4km); Excellent connectivity via NH-48, MG Road & CPR. INR 25 lakh on application; 10% within 30 days; 10% within 90 days; 10% within 180 days; 10% on 17th floor slab; 20% on 29th floor slab; 20% on OC application; 15% on OC receipt; 5% on possession RERA Received (No. not specified) 2025 Stamp duty, registration, GST, IFMS extra; Holding charge ₹25/sq.ft./month; ₹10 lakh interest-bearing maintenance security deposit per apartment.",Projects Master - Siddhant - 27 October 2025.csv
